level,unit,word,translation
5,4,create,创造
5,4,powerful,有权力的
5,4,intruders,未请自入者
5,4,supply,供给量
5,4,seal,印章
5,4,toppling,不稳而倒下( topple的现在分词 )
5,4,lodge,固定
6,4,wheeze,喘息
6,4,shower,淋浴间
6,4,gravel,碎石
6,4,flaming,燃烧的
6,4,pumice,浮岩
6,4,charred,烧焦的
6,4,coughing,咳嗽
6,4,flutter,紧张
6,4,debris,残骸
6,4,boulder,巨石
6,4,spatter,泼
6,4,boiling,沸腾的
6,4,gasp,喘气
6,4,scribe,抄写员
6,4,observations,观察资料( observation的名词复数 )
6,4,shifted,改变( shift的过去式和过去分词 )
6,4,shore,岸
6,4,deftly,熟练地
6,4,retreat,撤回
4,5,sugar cane,甘蔗：一种高大的多年生草本植物
4,5,wheat,小麦
4,5,cinnamon,樟属植物
4,5,butter,黄油
4,5,vanilla,香草精
4,5,ingredients,组成部分（ ingredient的名词复数 ）
4,5,bark,吠声
4,5,plantation,种植园
4,5,steamship,轮船
4,5,spoil,破坏
4,5,leopard,豹
4,5,gather,聚集
4,5,introduce,介绍
4,5,peel,果皮
4,5,coax,哄
5,5,transportation,运输
5,5,transfer,转移
5,5,haul,拖
5,5,axle,轮轴
5,5,rotate,旋转
5,5,spoke,辐条
5,5,rim,边
5,5,traction,拖拉
5,5,gear,排挡
5,5,grind,磨碎
5,5,technology,科技
5,5,rod,杆
5,5,platform,讲台
5,5,vehicle,车辆
5,5,durable,持久的
5,5,mill,磨坊
5,5,mechanical,机械（学）的
5,5,inspiring,鼓舞人心的
6,5,eternity,无穷无尽的时间
6,5,transition,过渡
6,5,irritating,气人的
6,5,spectacular,壮观的场面
6,5,categorize,把…归类
6,5,literally,逐字地
6,5,wither,枯萎
6,5,decay,腐烂
6,5,tempestuous,暴风雨的
6,5,schedule,计划（表）
6,5,consistently,一贯地
6,5,predictable,可预测的
6,5,control,控制权
6,5,mood,情绪
6,5,adapt,适应/适合
6,5,accurately,精确地
6,5,decent,像样的
6,5,doubt,怀疑
4,6,convenient,实用的
4,6,export,出口
4,6,local,当地的
4,6,process,步骤
4,6,package,包裹
4,6,farmer's market,农民市场：一个市场
4,6,agriculture,农业
4,6,corporate farm,公司农业：指由大型企业或公司进行的农业生产
4,6,decrease,减少
4,6,century,世纪
4,6,chemical,化学品
4,6,grocery stores,杂货店：出售食品、日用品等的小型零售店。
4,6,food labels,食品标签：一种附在食品包装上的标签
4,6,organic food,有机食品：指通过有机农业生产方式获得的食品
4,6,whole food,天然食品
5,6,obedient,服从的
5,6,fortunate,幸运的
5,6,tedious,冗长的
5,6,exciting,令人兴奋的
5,6,fragile,脆弱的
5,6,determined,决心
5,6,daring,胆量
5,6,foolish,愚蠢的
5,6,thrilling,令人兴奋的
5,6,courageous,勇敢的
5,6,risky,冒险的
5,6,fascinated,着迷的
5,6,settlement,协议
5,6,longed for,渴望的
5,6,blurry,模糊的
5,6,propelling,推进( propel的现在分词 )
5,6,adjusted,调整过的
5,6,figures,数字
6,6,covering,掩蔽物
6,6,disguise,伪装
6,6,entertainment,娱乐节目/活动
6,6,essential,必需品
6,6,urgent,紧急的
6,6,lifesaver,济急的人
6,6,shield,盾
6,6,safeguard,保护
6,6,crucial,至关重要的
6,6,performer,表演者
6,6,elaborate,复杂的
6,6,central,中心的
6,6,basic,基础的
6,6,enthusiasm,热情
6,6,antiquity,古老
6,6,ridiculous,荒谬的
6,6,operations,操作( operation的名词复数 )
6,6,germs,微生物( germ的名词复数 )
6,6,individual,个人
4,7,sketch,草图
4,7,pastels,蜡笔
4,7,canvas,帆布
4,7,paintbrushes,漆刷
4,7,shapes,<口>情况( shape的名词复数 )
4,7,three-dimensional,三维的
4,7,prodigy,奇才
4,7,street,大街
4,7,painter,画家
4,7,carpenter,木工
4,7,sculptor,雕刻家
4,7,complex,综合建筑群
4,7,washable,可洗的
4,7,combines,联合( combine的第三人称单数 )
4,7,fascination,着迷
5,7,race,赛跑
5,7,drift,漂移
5,7,glide,滑行
5,7,wade,蹚
5,7,paddle,短桨
5,7,dive,跳水
5,7,splash,稀里哗啦地溅落
5,7,propel,推进
5,7,float,浮体
5,7,sprint,全速短跑
5,7,jog,慢跑
5,7,plod,辛勤工作
5,7,fishing rod,钓鱼竿：一种弹性锥形的、通常是由木材、竹子或钢制成的杆子
5,7,chuckled,轻声地笑( chuckle的过去式和过去分词 )
5,7,hook,钩
5,7,beamed,有梁的
5,7,paddles,划船( paddle的名词复数 )
5,7,grinning,露齿笑
6,7,symmetrical,对称的
6,7,equilateral,等边的
6,7,identical,同一的
6,7,infinite,无限的
6,7,reproduce,复制
6,7,repetition,重复
6,7,extend,延长
6,7,interlocking,联锁的
6,7,dimensions,面积
6,7,structure,结构
6,7,internal,内部的
6,7,arrangement,布置
6,7,aesthetic,审美的
6,7,experiment,实验
6,7,hesitate,犹豫
6,7,approximately,大约
6,7,constituent,成分
6,7,practical,实验课
6,7,employ,雇用
4,8,exhibition,展览会
4,8,frame,框架
4,8,landscape,风景
4,8,texture,质地
4,8,shading,留下阴影
4,8,perspective,透镜
4,8,contrast,悬殊
4,8,space,空间
4,8,stained,玷污的
4,8,brilliant,巧妙的
4,8,pale,苍白的
4,8,ignore,忽视
4,8,worries,担心
4,8,famous,著名的
4,8,speechless,无言的
5,8,communicative,健谈的
5,8,locate,找到
5,8,collaborate,合作
5,8,imitate,模仿
5,8,behave,行为
5,8,indicate,表明
5,8,attract,吸引
5,8,threaten,恐吓
5,8,defend,保卫
5,8,approach,靠近
5,8,express,表达
5,8,produce,农产品
5,8,underwater,在水中的
5,8,decibels,[声]分贝（声音强度单位
5,8,territory,领土
5,8,alarm,惊恐
5,8,signals,信号( signal的名词复数 )
5,8,difficulty,难题
6,8,image,形象
6,8,surpass,超过
6,8,stare,注视
6,8,laboratory,实验室
6,8,copious,丰富的
6,8,examination,考试
6,8,minute,分（钟）
6,8,fragment,碎片
6,8,triumphantly,耀武扬威地
6,8,panic,恐慌
6,8,eyepiece,[光] 目镜
6,8,astonishment,惊讶
6,8,dazzling,令人赞叹的
6,8,piles,痔
6,8,bothered,打扰（ bother的过去式和过去分词 ）
6,8,forecast,预测
6,8,flickered,闪烁
6,8,gust,一阵狂风
6,8,scrambled,快速爬行( scramble的过去式和过去分词 )
4,9,canal,运河
4,9,port,港口
4,9,architecture,建筑学
4,9,rickshaw,黄包车
4,9,street vendor,货郎
4,9,antiques,古玩
4,9,souvenirs,纪念品
4,9,batik,蜡防印花法
4,9,exotic fruits,异国水果：指产自其他国家或地区
4,9,tuna,<鱼>金枪鱼（科）
4,9,shrimp,虾
4,9,countless,无数的
4,9,congested,拥挤的
4,9,haggle,乱劈
4,9,banned,取缔（ ban的过去分词 ）
5,9,culture,文化
5,9,civilization,文明
5,9,contribution,贡献
5,9,development,发展
5,9,achievement,成绩
5,9,device,装置
5,9,process,步骤
5,9,tradition,传统
5,9,custom,风俗
5,9,benefit,好处
5,9,ceremony,典礼
5,9,product,产品
5,9,trade,贸易
5,9,tablets,药片( tablet的名词复数 )
5,9,voyage,航行
5,9,ancient,古代的
5,9,advanced,先进的
5,9,tools,[机]工具
6,9,gesture,手势
6,9,beckon,招手示意
6,9,refusal,拒绝
6,9,disapproval,不赞同
6,9,group,组
6,9,lack,缺乏
6,9,raised,凸起的
6,9,enable,使能够
6,9,invaluable,极有用的
6,9,consist,由…组成
6,9,distress,悲伤
6,9,conceal,隐匿
6,9,transmit,传输
6,9,widely,普遍地
6,9,estimate,估计
6,9,ancestor,祖先
6,9,brand-new,崭新的
6,9,ingenious,灵巧的
6,9,allies,联盟国
4,10,citizens,市民
4,10,volunteers,义务工作者( volunteer的名词复数 )
4,10,mayor,市长
4,10,assistant,助手
4,10,city council,市议会
4,10,city hall,市政厅
4,10,president,总统
4,10,garbage,垃圾
4,10,collectors,收集者
4,10,equipment,设备
4,10,news conference,记者招待会
4,10,playground,操场
4,10,contest,比赛
4,10,ribbon,带
4,10,speech,演说
4,10,members,成员
5,10,delicious,美味的
5,10,creamy,含奶油的
5,10,spicy,辛辣的
5,10,nutty,多坚果的
5,10,ladle,长柄勺
5,10,sticky,告事贴
5,10,crunchy,发嘎吱嘎吱声的
5,10,runny,流鼻涕的
5,10,smooth,光滑的
5,10,whirring,呼呼作声地飞（或转）
5,10,booming,急速发展的
5,10,spot,地点
5,10,square,正方形
5,10,skidded,滑动
5,10,dizzy,眩晕的
5,10,sniffing,探查法
5,10,molds,Management On-Line Data System 管理联机数据系统
5,10,winked,使眼色( wink的过去式和过去分词 )
6,10,circular,圆形的
6,10,radiant,光点
6,10,shimmer,微光
6,10,misty,多雾的
6,10,rugged,崎岖的
6,10,pesky,<非正>烦人的
6,10,devise,设计
6,10,desperately,绝望地
6,10,irritated,恼怒的
6,10,frustrated,挫败的
6,10,piercingly,刺透地
6,10,intently,专心地
6,10,customary,习俗的
6,10,only,只
6,10,palms,手掌
6,10,ferns,<植>羊齿植物
6,10,impenetrable,不能通过的
6,10,insignificant,不重要的
6,10,respective,各自的
4,11,cells,[细胞]细胞
4,11,microscope,显微镜
4,11,virus,病毒
4,11,bacteria,细菌
4,11,disease,疾病
4,11,influenza,流行性感冒
4,11,common cold,感冒
4,11,mucus,粘液
4,11,immune,免疫的
4,11,paralyze,使瘫痪
4,11,infect,传染
4,11,suit,一套衣服
4,11,scrape,刮除
4,11,fluid,液体
4,11,swallowed,吞
5,11,glacier,冰河
5,11,mountain range,山脉
5,11,peak,山峰
5,11,altitude,海拔
5,11,valley,山谷
5,11,steep,陡峭的
5,11,slope,斜坡
5,11,hill,小山
5,11,terrace,台阶
5,11,effective,有效的
5,11,water,水
5,11,cycle,自行车
5,11,vapor,水汽
5,11,transformed,transform的变形
5,11,condenses,浓缩
5,11,released,释放
5,11,flows,流( flow的第三人称单数 )
5,11,storing,储存
5,11,resources,勇气
6,11,summit,首脑会议
6,11,loom,织布机
6,11,cling,抓住
6,11,crack,破裂
6,11,handhold,握住
6,11,expedition,探险（队）
6,11,laboriously,艰苦地
6,11,plateau,高原
6,11,dome,穹顶
6,11,slack,宽松裤
6,11,ledge,岩架
6,11,slim,苗条的
6,11,awesome,让人惊叹的
6,11,considerable,相当大/多的
6,11,panting,气喘吁吁
6,11,exposed,裸露的
6,11,satisfaction,满意
6,11,disaster,灾难
6,11,perched,栖息的
4,12,system,体系
4,12,blood,血（液）
4,12,heart,心
4,12,arteries,<解>动脉( artery的名词复数 )
4,12,veins,纹理
4,12,capillary,毛细管
4,12,lungs,[解剖]肺（lung 的复数形式）
4,12,trachea,[脊椎][解剖] 气管
4,12,diaphragm,<机> 隔板
4,12,carbon,碳
4,12,dioxide,二氧化物
4,12,pulse,脉搏
4,12,major,重大的
4,12,pumps,泵( pump的名词复数 )
4,12,tubes,[材]管子
4,12,squeezes,拥挤( squeeze的名词复数 )
5,12,endless,无止境的
5,12,stammer,口吃
5,12,awestruck,敬畏的
5,12,jagged,参差不齐的
5,12,pointy,有尖头的
5,12,miniature,微型复制品
5,12,stern,船尾
5,12,arch,拱（门）
5,12,mutter,咕哝
5,12,squirm,蠕动
5,12,scowl,愁容
5,12,stretch,变大
5,12,silhouette,轮廓
5,12,shielded,防护的
5,12,teasing,戏弄
5,12,folded,折叠的
5,12,embarrassed,局促不安的
5,12,distant,遥远的
6,12,typical,典型的
6,12,legal,法律的
6,12,butler,男管家
6,12,housekeeper,女管家
6,12,dustpan,畚箕
6,12,assign,分派
6,12,dismiss,开除
6,12,cauldron,大锅
6,12,gristly,软骨的
6,12,scone,烤饼
6,12,approve,同意
6,12,blame,责怪
6,12,frantic,紧张忙乱的
6,12,range,一系列
6,12,confessed,众所周知的
6,12,copper,铜（币）
6,12,strict,严格的
6,12,appetite,食欲
6,12,passageway,通道
4,13,mass media,大众传播媒体
4,13,newspaper,报纸
4,13,magazine,杂志
4,13,printing press,印刷机：一种生产印刷副本的机器。
4,13,publisher,出版者
4,13,advertising,广告活动
4,13,broadcast,广播
4,13,the,这
4,13,Web,蜘蛛网
4,13,smartphone,智能手机
4,13,blog,网络日志
4,13,social network,社交网络
4,13,journalist,新闻工作者
4,13,newsreels,新闻短片（newsreel的复数形式）
4,13,radio station,广播电台：一种安装了无线电发射机和可能还有接收机的设备
4,13,latest,最近的
5,13,terrifying,可怕的
5,13,nervously,神经质地
5,13,rudely,粗鲁地
5,13,politely,有礼貌地
5,13,fierce,凶猛的
5,13,aggressively,侵略地
5,13,delicate,脆弱的
5,13,bravely,勇敢地
5,13,greedy,贪吃的
5,13,shyly,羞怯地
5,13,wise,充满智慧的
5,13,calmly,镇定自若地
5,13,muscles,肌肉（muscle 的复数）
5,13,growling,咆哮的
5,13,stirring,萌动
5,13,mouth-,令人垂涎的
5,13,watering,浇水
5,13,tempting,吸引人的
5,13,staring,目不转睛的
6,13,argue,争论
6,13,amuse,使开心
6,13,lazily,怠惰地
6,13,awkward,令人尴尬的
6,13,pitifully,可怜地
6,13,clumsy,笨拙的
6,13,limp,瘸着脚走
6,13,resemble,像
6,13,mock,模拟考试
6,13,jeers,操纵帆桁下部索具
6,13,minor,未成年人
6,13,bear,熊
6,13,key,钥匙
6,13,dew,露水
6,13,oars,桨
6,13,comical,滑稽的
6,13,beak,鸟喙
6,13,partly,部分地
6,13,silences,使安静( silence的第三人称单数 )
4,14,reporter,记者
4,14,editor,主编
4,14,interview,面试
4,14,headline,大字标题
4,14,hero,英雄
4,14,website,网站
4,14,mistake,错误
4,14,decide,决定
4,14,discuss,讨论
4,14,investigate,调查
4,14,search,搜查
4,14,mansion,大厦
4,14,terrible,非常严重的
4,14,donated,捐赠( donate的过去式和过去分词 )
4,14,fair,公平的
5,14,bank,银行
5,14,currency,货币
5,14,coins,硬币（coin 的复数）
5,14,barter,进行易货贸易
5,14,copy,复制品
5,14,bill,账单
5,14,spend,花费
5,14,pay,支付
5,14,borrow,借
5,14,exchange,交换
5,14,owe,欠（钱）
5,14,lend,借钱
5,14,crops,作物( crop的名词复数 )
5,14,shells,壳( shell的名词复数 )
5,14,valuable,有价值的
5,14,silver,银
5,14,print,打印
5,14,portraits,肖像
6,14,decorate,装饰
6,14,artistically,有艺术地
6,14,ornithologist,鸟类学家
6,14,imply,含有…的意思
6,14,spine,脊髓
6,14,mimic,巧于模仿的人
6,14,annual,年报
6,14,encounter,遭遇
6,14,phenomenal,非凡的
6,14,impress,使钦佩
6,14,technique,技术
6,14,inspect,检查
6,14,behavior,行为
6,14,revealed,揭露
6,14,ability,能力
6,14,spear,矛
6,14,man-made,人造的
6,14,harsh,粗糙的
6,14,brainy,聪明的
4,15,flood,洪水
4,15,earthquake,地震
4,15,tsunami,海啸
4,15,hurricane,飓风
4,15,tornado,龙卷风
4,15,blizzard,暴风雪
4,15,thunderstorm,雷雨
4,15,rescue,营救（行动）
4,15,worker,工作者
4,15,victim,受害者
4,15,power lines,电力线
4,15,collapse,倒闭
4,15,forces,势力
4,15,funnel,漏斗
4,15,horizontally,水平地
4,15,vertically,垂直地
5,15,design,设计
5,15,innovative,革新的
5,15,remarkable,异常的
5,15,ambitious,有野心的
5,15,permanent,永久的
5,15,settle,解决
5,15,emerge,出现
5,15,artificial,人造的
5,15,promote,促进
5,15,enclose,围住
5,15,suitable,合适的
5,15,beneficial,有益的
5,15,cease,停止
5,15,magnified,放大了的
5,15,algae,水藻
5,15,applies,应用( apply的第三人称单数 )
5,15,provides,提供
5,15,crustaceans,甲壳纲动物（如蟹、龙虾）( crustacean的名词复数 )
6,15,rapid,瞬间的
6,15,alert,警惕的
6,15,numb,麻木的
6,15,interpret,诠释
6,15,store,商店
6,15,respond,回答
6,15,threat,威胁
6,15,frozen,冷冻的
6,15,reflex,反应能力
6,15,trigger,扳机
6,15,tame,驯服的
6,15,rehearse,详述
6,15,distracted,思想不集中的
6,15,obvious,明显的
6,15,defensive,存有戒心
6,15,adrenaline,<生化>肾上腺素
6,15,decisions,决定( decision的名词复数 )
6,15,instantly,立刻
6,15,deliberate,蓄意的
4,16,emergency,突发事件
4,16,storm shelter,暴风雨庇护所：一种用于保护人们免受自然灾害（如飓风、龙卷风等）影响的建筑物或设施。
4,16,first-aid,急救的
4,16,kit,衣物和装备
4,16,cash,现金
4,16,storm shutters,风暴百叶窗：一种用于保护建筑物窗户或门的装置
4,16,sleeping bag,睡袋：一种为户外露营或帐篷中睡眠而设计的袋子
4,16,flashlight,手电筒
4,16,batteries,电池
4,16,supplies,物资
4,16,bottled water,瓶装水：以瓶装销售的饮用水
4,16,canned food,罐头食品
4,16,inland,在内地
4,16,destroyed,破坏( destroy的过去式和过去分词 )
4,16,trunk,树干
4,16,landfall,着陆
5,16,cabin,小木屋
5,16,advisor,顾问
5,16,deck,甲板
5,16,grateful,感激的
5,16,tempest,暴风雨
5,16,save,救球
5,16,break up,分手：指结束一段感情关系或婚姻。
5,16,react,反应
5,16,villain,反面人物
5,16,stage,阶段
5,16,playwright,剧作家
5,16,set,一套/副/组
5,16,aid,帮助
5,16,massive,巨大的
5,16,petrified,惊呆的
5,16,crew,全体工作人员
5,16,elderly,年纪较大的
5,16,preventing,防止的
6,16,sleepover,聚会
6,16,outlandish,古怪的
6,16,tiptoe,踮着脚走
6,16,creepy,<非正式>怪异的
6,16,snuggle,使舒适温暖
6,16,uncontrollably,控制不住地
6,16,upright,直立的
6,16,nocturnal,夜的
6,16,peculiar,奇怪的
6,16,apprehensively,担心地
6,16,metamorphose,使变形
6,16,twinkle,闪烁
6,16,dynamic,充满活力的
6,16,briefly,简短地
6,16,chattering,喋喋不休( chatter的现在分词 )
6,16,gripped,紧咬
6,16,removing,消除
6,16,staff,全体职工
6,16,weaving,编
4,17,biome,生物群系
4,17,desert,沙漠
4,17,grassland,草原
4,17,tropical,热带的
4,17,rainforest,雨林
4,17,temperate forest,温带森林：位于热带和寒带之间的森林
4,17,taiga,针叶树林地带
4,17,tundra,冻土带
4,17,freshwater,淡水的
4,17,equator,赤道
4,17,sloth,<正式>懒散
4,17,cactus,仙人掌
4,17,Arctic,北极圈
4,17,hatches,孵化
4,17,glides,滑翔
4,17,scenes,场景（scene 的复数）
5,17,stadium,体育场
5,17,lighthouse,灯塔
5,17,tower,塔（楼）
5,17,skyscraper,摩天大楼
5,17,warehouse,仓库
5,17,palace,王宫
5,17,courthouse,法院
5,17,theater,电影院
5,17,concert hall,演奏厅
5,17,office,办公室
5,17,art gallery,艺术画廊：一个房间、一组房间或其他空间
5,17,showroom,陈列室
5,17,architect,建筑师
5,17,function,功能
5,17,steel,钢
5,17,construction,建造（方式）
5,17,countless,无数的
5,17,aquatics,水上运动
6,17,instinct,本能
6,17,coiled,盘绕的
6,17,poisonous,有毒的
6,17,unmistakable,不会弄错的
6,17,lethal,致命的
6,17,hideous,令人惊骇的
6,17,crumpled,弄皱
6,17,illicitly,违法地
6,17,tinged,略带 (某种颜色) 的
6,17,soothingly,抚慰地
6,17,warily,警惕地
6,17,sidle,悄悄地走
6,17,miraculous,奇迹般的
6,17,evilly,邪恶地
6,17,capable,有能力的
6,17,quivered,微颤
6,17,tingle,感到刺痛
6,17,confided,吐露（秘密
6,17,lingering,拖延的
4,18,parrot fish,鹦鹉鱼：一种通常生活在热带海域的、颜色鲜艳的海洋鱼类
4,18,seahorse,海马
4,18,manta ray,蝠鲼
4,18,sea turtle,海龟
4,18,marine park,海洋公园
4,18,snorkel,通气管
4,18,speedboat,快艇
4,18,border,边界（地区）
4,18,petition,请愿书
4,18,law,法
4,18,astonish,使吃惊
4,18,manage,管理
4,18,invited,邀请
4,18,signed,有符号的
4,18,difference,差异
5,18,turrets,<机>（六角）转台( turret的名词复数 )
5,18,stables,养马场( stable的名词复数 )
5,18,gatehouse,警卫室
5,18,moat,壕沟
5,18,drawbridge,开合桥
5,18,hall,礼堂
5,18,courtyard,庭院
5,18,ramparts,防御土墙( rampart的名词复数 )
5,18,mumble,含糊的话
5,18,stiffen,变僵硬
5,18,missing,找不到的
5,18,tremble,战栗
5,18,solve,解决
5,18,surrounded,被……环绕着的
5,18,gazed,凝视
5,18,padlock,挂锁
5,18,mysterious,神秘的
5,18,vanished,消失了的
6,18,storytelling,讲故事
6,18,impulse,凭冲动行事
6,18,breakthrough,重大进展
6,18,dedicated,专注的
6,18,publish,出版
6,18,futuristic,极其现代的
6,18,imagination,想象力
6,18,novelist,小说家
6,18,recount,叙述
6,18,relate,联系
6,18,reminisce,追忆
6,18,intricate,错综复杂的
6,18,purely,完全地
6,18,incidents,发生的事( incident的名词复数 )
6,18,biography,传记
6,18,autobiography,自传
6,18,attitudes,态度
6,18,available,可用的
6,18,plot,阴谋
